Grupo de edad;Comunidad autónoma;Sexo;Nivel de formación;periodo;Total
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;2ª etapa E. Secundaria;2020;23,09
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;2ª etapa E. Secundaria;2019;21,53
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;2ª etapa E. Secundaria;2018;20,82
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;2ª etapa E. Secundaria;2017;21,02
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;2ª etapa E. Secundaria;2016;18,43
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;2ª etapa E. Secundaria;2015;17,51
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;2ª etapa E. Secundaria;2014;16,93
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;2ª etapa E. Secundaria;2013;15,66
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;2ª etapa E. Secundaria;2012;14,97
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;2ª etapa E. Secundaria;2011;13,91
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;2ª etapa E. Secundaria;2010;11,52
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;2ª etapa E. Secundaria;2009;11,49
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;2ª etapa E. Secundaria;2008;9,58
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;2ª etapa E. Secundaria;2007;10,35
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;2ª etapa E. Secundaria;2006;10,08
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;2ª etapa E. Secundaria;2005;9,25
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;2ª etapa E. Secundaria;2004;8,13
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;2ª etapa E. Secundaria;2003;9,17
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;2ª etapa E. Secundaria;2002;7,31
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;E. Superior;2023;27,04
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;E. Superior;2022;25,19
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;E. Superior;2021;26,91
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;E. Superior;2020;26,84
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;E. Superior;2019;24,37
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;E. Superior;2018;22,61
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;E. Superior;2017;21,56
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;E. Superior;2016;20,90
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;E. Superior;2015;20,97
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;E. Superior;2014;20,33
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;E. Superior;2013;18,38
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;E. Superior;2012;17,28
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;E. Superior;2011;17,86
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;E. Superior;2010;18,20
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;E. Superior;2009;15,39
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;E. Superior;2008;14,51
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;E. Superior;2007;13,75
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;E. Superior;2006;15,03
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;E. Superior;2005;13,87
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;E. Superior;2004;10,83
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;E. Superior;2003;8,93
55 - 64 años;Comunitat Valenciana;AMBOS SEXOS;E. Superior;2002;8,66
55 - 64 años;Comunitat Valenciana;Hombres;Inferior a 2ª etapa de E. Secundaria;2023;50,15
55 - 64 años;Comunitat Valenciana;Hombres;Inferior a 2ª etapa de E. Secundaria;2022;50,62
55 - 64 años;Comunitat Valenciana;Hombres;Inferior a 2ª etapa de E. Secundaria;2021;50,87
55 - 64 años;Comunitat Valenciana;Hombres;Inferior a 2ª etapa de E. Secundaria;2020;51,33
55 - 64 años;Comunitat Valenciana;Hombres;Inferior a 2ª etapa de E. Secundaria;2019;54,24
55 - 64 años;Comunitat Valenciana;Hombres;Inferior a 2ª etapa de E. Secundaria;2018;55,75
55 - 64 años;Comunitat Valenciana;Hombres;Inferior a 2ª etapa de E. Secundaria;2017;57,20
55 - 64 años;Comunitat Valenciana;Hombres;Inferior a 2ª etapa de E. Secundaria;2016;59,43
55 - 64 años;Comunitat Valenciana;Hombres;Inferior a 2ª etapa de E. Secundaria;2015;60,90
55 - 64 años;Comunitat Valenciana;Hombres;Inferior a 2ª etapa de E. Secundaria;2014;58,33
55 - 64 años;Comunitat Valenciana;Hombres;Inferior a 2ª etapa de E. Secundaria;2013;62,13
55 - 64 años;Comunitat Valenciana;Hombres;Inferior a 2ª etapa de E. Secundaria;2012;61,33
55 - 64 años;Comunitat Valenciana;Hombres;Inferior a 2ª etapa de E. Secundaria;2011;64,24
55 - 64 años;Comunitat Valenciana;Hombres;Inferior a 2ª etapa de E. Secundaria;2010;66,52
55 - 64 años;Comunitat Valenciana;Hombres;Inferior a 2ª etapa de E. Secundaria;2009;69,40
55 - 64 años;Comunitat Valenciana;Hombres;Inferior a 2ª etapa de E. Secundaria;2008;71,83
55 - 64 años;Comunitat Valenciana;Hombres;Inferior a 2ª etapa de E. Secundaria;2007;71,74
55 - 64 años;Comunitat Valenciana;Hombres;Inferior a 2ª etapa de E. Secundaria;2006;71,51
55 - 64 años;Comunitat Valenciana;Hombres;Inferior a 2ª etapa de E. Secundaria;2005;72,65
55 - 64 años;Comunitat Valenciana;Hombres;Inferior a 2ª etapa de E. Secundaria;2004;76,91
55 - 64 años;Comunitat Valenciana;Hombres;Inferior a 2ª etapa de E. Secundaria;2003;77,57
55 - 64 años;Comunitat Valenciana;Hombres;Inferior a 2ª etapa de E. Secundaria;2002;79,74
55 - 64 años;Comunitat Valenciana;Hombres;2ª etapa E. Secundaria;2023;20,48
55 - 64 años;Comunitat Valenciana;Hombres;2ª etapa E. Secundaria;2022;21,14
55 - 64 años;Comunitat Valenciana;Hombres;2ª etapa E. Secundaria;2021;21,12
55 - 64 años;Comunitat Valenciana;Hombres;2ª etapa E. Secundaria;2020;21,04
55 - 64 años;Comunitat Valenciana;Hombres;2ª etapa E. Secundaria;2019;20,74
55 - 64 años;Comunitat Valenciana;Hombres;2ª etapa E. Secundaria;2018;21,75
55 - 64 años;Comunitat Valenciana;Hombres;2ª etapa E. Secundaria;2017;21,30
55 - 64 años;Comunitat Valenciana;Hombres;2ª etapa E. Secundaria;2016;18,61
55 - 64 años;Comunitat Valenciana;Hombres;2ª etapa E. Secundaria;2015;17,41
55 - 64 años;Comunitat Valenciana;Hombres;2ª etapa E. Secundaria;2014;18,35
55 - 64 años;Comunitat Valenciana;Hombres;2ª etapa E. Secundaria;2013;15,78
55 - 64 años;Comunitat Valenciana;Hombres;2ª etapa E. Secundaria;2012;16,93
55 - 64 años;Comunitat Valenciana;Hombres;2ª etapa E. Secundaria;2011;14,74
55 - 64 años;Comunitat Valenciana;Hombres;2ª etapa E. Secundaria;2010;12,12
55 - 64 años;Comunitat Valenciana;Hombres;2ª etapa E. Secundaria;2009;11,68
55 - 64 años;Comunitat Valenciana;Hombres;2ª etapa E. Secundaria;2008;10,86
55 - 64 años;Comunitat Valenciana;Hombres;2ª etapa E. Secundaria;2007;11,81
55 - 64 años;Comunitat Valenciana;Hombres;2ª etapa E. Secundaria;2006;10,55
55 - 64 años;Comunitat Valenciana;Hombres;2ª etapa E. Secundaria;2005;9,76
55 - 64 años;Comunitat Valenciana;Hombres;2ª etapa E. Secundaria;2004;9,18
55 - 64 años;Comunitat Valenciana;Hombres;2ª etapa E. Secundaria;2003;10,92
55 - 64 años;Comunitat Valenciana;Hombres;2ª etapa E. Secundaria;2002;8,73
55 - 64 años;Comunitat Valenciana;Hombres;E. Superior;2023;29,37
55 - 64 años;Comunitat Valenciana;Hombres;E. Superior;2022;28,25
55 - 64 años;Comunitat Valenciana;Hombres;E. Superior;2021;28,01
55 - 64 años;Comunitat Valenciana;Hombres;E. Superior;2020;27,63
55 - 64 años;Comunitat Valenciana;Hombres;E. Superior;2019;25,02
55 - 64 años;Comunitat Valenciana;Hombres;E. Superior;2018;22,50
55 - 64 años;Comunitat Valenciana;Hombres;E. Superior;2017;21,50
55 - 64 años;Comunitat Valenciana;Hombres;E. Superior;2016;21,96
55 - 64 años;Comunitat Valenciana;Hombres;E. Superior;2015;21,69
55 - 64 años;Comunitat Valenciana;Hombres;E. Superior;2014;23,32
55 - 64 años;Comunitat Valenciana;Hombres;E. Superior;2013;22,09
55 - 64 años;Comunitat Valenciana;Hombres;E. Superior;2012;21,74
55 - 64 años;Comunitat Valenciana;Hombres;E. Superior;2011;21,03
55 - 64 años;Comunitat Valenciana;Hombres;E. Superior;2010;21,36
55 - 64 años;Comunitat Valenciana;Hombres;E. Superior;2009;18,93
55 - 64 años;Comunitat Valenciana;Hombres;E. Superior;2008;17,31
55 - 64 años;Comunitat Valenciana;Hombres;E. Superior;2007;16,44
55 - 64 años;Comunitat Valenciana;Hombres;E. Superior;2006;17,94
55 - 64 años;Comunitat Valenciana;Hombres;E. Superior;2005;17,59
55 - 64 años;Comunitat Valenciana;Hombres;E. Superior;2004;13,91
55 - 64 años;Comunitat Valenciana;Hombres;E. Superior;2003;11,51
55 - 64 años;Comunitat Valenciana;Hombres;E. Superior;2002;11,53
55 - 64 años;Comunitat Valenciana;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;51,11
55 - 64 años;Comunitat Valenciana;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;53,98
55 - 64 años;Comunitat Valenciana;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;49,08
55 - 64 años;Comunitat Valenciana;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;48,87
55 - 64 años;Comunitat Valenciana;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;53,97
55 - 64 años;Comunitat Valenciana;Mujeres;Inferior a 2ª etapa de E. Secundaria;2018;57,35
55 - 64 años;Comunitat Valenciana;Mujeres;Inferior a 2ª etapa de E. Secundaria;2017;57,64
55 - 64 años;Comunitat Valenciana;Mujeres;Inferior a 2ª etapa de E. Secundaria;2016;61,84
55 - 64 años;Comunitat Valenciana;Mujeres;Inferior a 2ª etapa de E. Secundaria;2015;62,11
55 - 64 años;Comunitat Valenciana;Mujeres;Inferior a 2ª etapa de E. Secundaria;2014;66,92
55 - 64 años;Comunitat Valenciana;Mujeres;Inferior a 2ª etapa de E. Secundaria;2013;69,58
55 - 64 años;Comunitat Valenciana;Mujeres;Inferior a 2ª etapa de E. Secundaria;2012;73,79
55 - 64 años;Comunitat Valenciana;Mujeres;Inferior a 2ª etapa de E. Secundaria;2011;72,00
55 - 64 años;Comunitat Valenciana;Mujeres;Inferior a 2ª etapa de E. Secundaria;2010;73,82
55 - 64 años;Comunitat Valenciana;Mujeres;Inferior a 2ª etapa de E. Secundaria;2009;76,62
55 - 64 años;Comunitat Valenciana;Mujeres;Inferior a 2ª etapa de E. Secundaria;2008;79,75
55 - 64 años;Comunitat Valenciana;Mujeres;Inferior a 2ª etapa de E. Secundaria;2007;79,82
55 - 64 años;Comunitat Valenciana;Mujeres;Inferior a 2ª etapa de E. Secundaria;2006;78,07
55 - 64 años;Comunitat Valenciana;Mujeres;Inferior a 2ª etapa de E. Secundaria;2005;80,86
55 - 64 años;Comunitat Valenciana;Mujeres;Inferior a 2ª etapa de E. Secundaria;2004;84,93
55 - 64 años;Comunitat Valenciana;Mujeres;Inferior a 2ª etapa de E. Secundaria;2003;85,97
55 - 64 años;Comunitat Valenciana;Mujeres;Inferior a 2ª etapa de E. Secundaria;2002;88,06
55 - 64 años;Comunitat Valenciana;Mujeres;2ª etapa E. Secundaria;2023;24,08
55 - 64 años;Comunitat Valenciana;Mujeres;2ª etapa E. Secundaria;2022;23,75
55 - 64 años;Comunitat Valenciana;Mujeres;2ª etapa E. Secundaria;2021;25,08
55 - 64 años;Comunitat Valenciana;Mujeres;2ª etapa E. Secundaria;2020;25,05
55 - 64 años;Comunitat Valenciana;Mujeres;2ª etapa E. Secundaria;2019;22,27
55 - 64 años;Comunitat Valenciana;Mujeres;2ª etapa E. Secundaria;2018;19,94
55 - 64 años;Comunitat Valenciana;Mujeres;2ª etapa E. Secundaria;2017;20,74
55 - 64 años;Comunitat Valenciana;Mujeres;2ª etapa E. Secundaria;2016;18,27
55 - 64 años;Comunitat Valenciana;Mujeres;2ª etapa E. Secundaria;2015;17,61
55 - 64 años;Comunitat Valenciana;Mujeres;2ª etapa E. Secundaria;2014;15,58
55 - 64 años;Comunitat Valenciana;Mujeres;2ª etapa E. Secundaria;2013;15,54
55 - 64 años;Comunitat Valenciana;Mujeres;2ª etapa E. Secundaria;2012;13,13
55 - 64 años;Comunitat Valenciana;Mujeres;2ª etapa E. Secundaria;2011;13,13
55 - 64 años;Comunitat Valenciana;Mujeres;2ª etapa E. Secundaria;2010;10,95
55 - 64 años;Comunitat Valenciana;Mujeres;2ª etapa E. Secundaria;2009;11,32
55 - 64 años;Comunitat Valenciana;Mujeres;2ª etapa E. Secundaria;2008;8,37
55 - 64 años;Comunitat Valenciana;Mujeres;2ª etapa E. Secundaria;2007;8,97
55 - 64 años;Comunitat Valenciana;Mujeres;2ª etapa E. Secundaria;2006;9,64
55 - 64 años;Comunitat Valenciana;Mujeres;2ª etapa E. Secundaria;2005;8,77
55 - 64 años;Comunitat Valenciana;Mujeres;2ª etapa E. Secundaria;2004;7,13
55 - 64 años;Comunitat Valenciana;Mujeres;2ª etapa E. Secundaria;2003;7,53
55 - 64 años;Comunitat Valenciana;Mujeres;2ª etapa E. Secundaria;2002;5,98
55 - 64 años;Comunitat Valenciana;Mujeres;E. Superior;2023;24,81
55 - 64 años;Comunitat Valenciana;Mujeres;E. Superior;2022;22,27
55 - 64 años;Comunitat Valenciana;Mujeres;E. Superior;2021;25,85
55 - 64 años;Comunitat Valenciana;Mujeres;E. Superior;2020;26,08
55 - 64 años;Comunitat Valenciana;Mujeres;E. Superior;2019;23,76
55 - 64 años;Comunitat Valenciana;Mujeres;E. Superior;2018;22,71
55 - 64 años;Comunitat Valenciana;Mujeres;E. Superior;2017;21,62
55 - 64 años;Comunitat Valenciana;Mujeres;E. Superior;2016;19,89
55 - 64 años;Comunitat Valenciana;Mujeres;E. Superior;2015;20,28
55 - 64 años;Comunitat Valenciana;Mujeres;E. Superior;2014;17,50
55 - 64 años;Comunitat Valenciana;Mujeres;E. Superior;2013;14,88
55 - 64 años;Comunitat Valenciana;Mujeres;E. Superior;2012;13,08
55 - 64 años;Comunitat Valenciana;Mujeres;E. Superior;2011;14,88
55 - 64 años;Comunitat Valenciana;Mujeres;E. Superior;2010;15,23
55 - 64 años;Comunitat Valenciana;Mujeres;E. Superior;2009;12,06
55 - 64 años;Comunitat Valenciana;Mujeres;E. Superior;2008;11,89
55 - 64 años;Comunitat Valenciana;Mujeres;E. Superior;2007;11,21
55 - 64 años;Comunitat Valenciana;Mujeres;E. Superior;2006;12,29
55 - 64 años;Comunitat Valenciana;Mujeres;E. Superior;2005;10,37
55 - 64 años;Comunitat Valenciana;Mujeres;E. Superior;2004;7,94
55 - 64 años;Comunitat Valenciana;Mujeres;E. Superior;2003;6,50
55 - 64 años;Comunitat Valenciana;Mujeres;E. Superior;2002;5,96
55 - 64 años;Extremadura;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2023;60,97
55 - 64 años;Extremadura;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2022;64,82
55 - 64 años;Extremadura;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2021;66,80
55 - 64 años;Extremadura;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2020;67,61
55 - 64 años;Extremadura;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2019;68,83
55 - 64 años;Extremadura;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2018;67,61
55 - 64 años;Extremadura;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2017;70,84
55 - 64 años;Extremadura;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2016;71,41
55 - 64 años;Extremadura;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2015;72,83
55 - 64 años;Extremadura;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2014;72,52
55 - 64 años;Extremadura;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2013;75,43
55 - 64 años;Extremadura;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2012;78,26
55 - 64 años;Extremadura;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2011;78,75
55 - 64 años;Extremadura;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2010;81,55
55 - 64 años;Extremadura;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2009;82,41
55 - 64 años;Extremadura;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2008;82,13
55 - 64 años;Extremadura;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2007;81,35
55 - 64 años;Extremadura;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2006;85,68
55 - 64 años;Extremadura;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2005;84,98
55 - 64 años;Extremadura;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2004;87,25
55 - 64 años;Extremadura;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2003;87,26
55 - 64 años;Extremadura;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2002;86,66
55 - 64 años;Extremadura;AMBOS SEXOS;2ª etapa E. Secundaria;2023;17,73
55 - 64 años;Extremadura;AMBOS SEXOS;2ª etapa E. Secundaria;2022;17,01
55 - 64 años;Extremadura;AMBOS SEXOS;2ª etapa E. Secundaria;2021;16,88
55 - 64 años;Extremadura;AMBOS SEXOS;2ª etapa E. Secundaria;2020;15,87
55 - 64 años;Extremadura;AMBOS SEXOS;2ª etapa E. Secundaria;2019;15,37
55 - 64 años;Extremadura;AMBOS SEXOS;2ª etapa E. Secundaria;2018;16,28
55 - 64 años;Extremadura;AMBOS SEXOS;2ª etapa E. Secundaria;2017;14,37
55 - 64 años;Extremadura;AMBOS SEXOS;2ª etapa E. Secundaria;2016;13,62
55 - 64 años;Extremadura;AMBOS SEXOS;2ª etapa E. Secundaria;2015;12,87
55 - 64 años;Extremadura;AMBOS SEXOS;2ª etapa E. Secundaria;2014;11,47
55 - 64 años;Extremadura;AMBOS SEXOS;2ª etapa E. Secundaria;2013;10,39
55 - 64 años;Extremadura;AMBOS SEXOS;2ª etapa E. Secundaria;2012;9,57
55 - 64 años;Extremadura;AMBOS SEXOS;2ª etapa E. Secundaria;2011;8,81
55 - 64 años;Extremadura;AMBOS SEXOS;2ª etapa E. Secundaria;2010;7,27
55 - 64 años;Extremadura;AMBOS SEXOS;2ª etapa E. Secundaria;2009;7,27
55 - 64 años;Extremadura;AMBOS SEXOS;2ª etapa E. Secundaria;2008;7,29
55 - 64 años;Extremadura;AMBOS SEXOS;2ª etapa E. Secundaria;2007;7,80
55 - 64 años;Extremadura;AMBOS SEXOS;2ª etapa E. Secundaria;2006;5,62
55 - 64 años;Extremadura;AMBOS SEXOS;2ª etapa E. Secundaria;2005;6,29
55 - 64 años;Extremadura;AMBOS SEXOS;2ª etapa E. Secundaria;2004;4,79
55 - 64 años;Extremadura;AMBOS SEXOS;2ª etapa E. Secundaria;2003;4,23
55 - 64 años;Extremadura;AMBOS SEXOS;2ª etapa E. Secundaria;2002;4,66
55 - 64 años;Extremadura;AMBOS SEXOS;E. Superior;2023;21,30
55 - 64 años;Extremadura;AMBOS SEXOS;E. Superior;2022;18,18
55 - 64 años;Extremadura;AMBOS SEXOS;E. Superior;2021;16,32
55 - 64 años;Extremadura;AMBOS SEXOS;E. Superior;2020;16,53
55 - 64 años;Extremadura;AMBOS SEXOS;E. Superior;2019;15,80
55 - 64 años;Extremadura;AMBOS SEXOS;E. Superior;2018;16,11
55 - 64 años;Extremadura;AMBOS SEXOS;E. Superior;2017;14,79
55 - 64 años;Extremadura;AMBOS SEXOS;E. Superior;2016;14,97
55 - 64 años;Extremadura;AMBOS SEXOS;E. Superior;2015;14,31
55 - 64 años;Extremadura;AMBOS SEXOS;E. Superior;2014;16,01
55 - 64 años;Extremadura;AMBOS SEXOS;E. Superior;2013;14,18
55 - 64 años;Extremadura;AMBOS SEXOS;E. Superior;2012;12,16
55 - 64 años;Extremadura;AMBOS SEXOS;E. Superior;2011;12,45
55 - 64 años;Extremadura;AMBOS SEXOS;E. Superior;2010;11,18
55 - 64 años;Extremadura;AMBOS SEXOS;E. Superior;2009;10,32
55 - 64 años;Extremadura;AMBOS SEXOS;E. Superior;2008;10,58
55 - 64 años;Extremadura;AMBOS SEXOS;E. Superior;2007;10,85
55 - 64 años;Extremadura;AMBOS SEXOS;E. Superior;2006;8,70
55 - 64 años;Extremadura;AMBOS SEXOS;E. Superior;2005;8,73
55 - 64 años;Extremadura;AMBOS SEXOS;E. Superior;2004;7,95
55 - 64 años;Extremadura;AMBOS SEXOS;E. Superior;2003;8,51
55 - 64 años;Extremadura;AMBOS SEXOS;E. Superior;2002;8,67
55 - 64 años;Extremadura;Hombres;Inferior a 2ª etapa de E. Secundaria;2023;63,88
55 - 64 años;Extremadura;Hombres;Inferior a 2ª etapa de E. Secundaria;2022;65,75
55 - 64 años;Extremadura;Hombres;Inferior a 2ª etapa de E. Secundaria;2021;67,21
55 - 64 años;Extremadura;Hombres;Inferior a 2ª etapa de E. Secundaria;2020;67,49
55 - 64 años;Extremadura;Hombres;Inferior a 2ª etapa de E. Secundaria;2019;69,62
55 - 64 años;Extremadura;Hombres;Inferior a 2ª etapa de E. Secundaria;2018;69,72
55 - 64 años;Extremadura;Hombres;Inferior a 2ª etapa de E. Secundaria;2017;68,74
55 - 64 años;Extremadura;Hombres;Inferior a 2ª etapa de E. Secundaria;2016;71,52
55 - 64 años;Extremadura;Hombres;Inferior a 2ª etapa de E. Secundaria;2015;71,33
55 - 64 años;Extremadura;Hombres;Inferior a 2ª etapa de E. Secundaria;2014;71,06
55 - 64 años;Extremadura;Hombres;Inferior a 2ª etapa de E. Secundaria;2013;74,71
55 - 64 años;Extremadura;Hombres;Inferior a 2ª etapa de E. Secundaria;2012;77,26
55 - 64 años;Extremadura;Hombres;Inferior a 2ª etapa de E. Secundaria;2011;75,38
55 - 64 años;Extremadura;Hombres;Inferior a 2ª etapa de E. Secundaria;2010;77,38
55 - 64 años;Extremadura;Hombres;Inferior a 2ª etapa de E. Secundaria;2009;77,48
55 - 64 años;Extremadura;Hombres;Inferior a 2ª etapa de E. Secundaria;2008;78,19
55 - 64 años;Extremadura;Hombres;Inferior a 2ª etapa de E. Secundaria;2007;79,34
55 - 64 años;Extremadura;Hombres;Inferior a 2ª etapa de E. Secundaria;2006;82,76
55 - 64 años;Extremadura;Hombres;Inferior a 2ª etapa de E. Secundaria;2005;81,40
55 - 64 años;Extremadura;Hombres;Inferior a 2ª etapa de E. Secundaria;2004;84,86
55 - 64 años;Extremadura;Hombres;Inferior a 2ª etapa de E. Secundaria;2003;84,45
55 - 64 años;Extremadura;Hombres;Inferior a 2ª etapa de E. Secundaria;2002;84,95
55 - 64 años;Extremadura;Hombres;2ª etapa E. Secundaria;2023;15,97
55 - 64 años;Extremadura;Hombres;2ª etapa E. Secundaria;2022;16,31
55 - 64 años;Extremadura;Hombres;2ª etapa E. Secundaria;2021;17,47
55 - 64 años;Extremadura;Hombres;2ª etapa E. Secundaria;2020;15,39
55 - 64 años;Extremadura;Hombres;2ª etapa E. Secundaria;2019;13,47
55 - 64 años;Extremadura;Hombres;2ª etapa E. Secundaria;2018;15,46
55 - 64 años;Extremadura;Hombres;2ª etapa E. Secundaria;2017;14,92
55 - 64 años;Extremadura;Hombres;2ª etapa E. Secundaria;2016;13,15
55 - 64 años;Extremadura;Hombres;2ª etapa E. Secundaria;2015;13,96
55 - 64 años;Extremadura;Hombres;2ª etapa E. Secundaria;2014;13,19
55 - 64 años;Extremadura;Hombres;2ª etapa E. Secundaria;2013;11,52
55 - 64 años;Extremadura;Hombres;2ª etapa E. Secundaria;2012;9,79
55 - 64 años;Extremadura;Hombres;2ª etapa E. Secundaria;2011;9,64
55 - 64 años;Extremadura;Hombres;2ª etapa E. Secundaria;2010;8,21
55 - 64 años;Extremadura;Hombres;2ª etapa E. Secundaria;2009;8,59
55 - 64 años;Extremadura;Hombres;2ª etapa E. Secundaria;2008;8,19
55 - 64 años;Extremadura;Hombres;2ª etapa E. Secundaria;2007;9,10
55 - 64 años;Extremadura;Hombres;2ª etapa E. Secundaria;2006;6,22
55 - 64 años;Extremadura;Hombres;2ª etapa E. Secundaria;2005;6,71
55 - 64 años;Extremadura;Hombres;2ª etapa E. Secundaria;2004;5,91
55 - 64 años;Extremadura;Hombres;2ª etapa E. Secundaria;2003;4,39
55 - 64 años;Extremadura;Hombres;2ª etapa E. Secundaria;2002;5,28
55 - 64 años;Extremadura;Hombres;E. Superior;2023;20,15
55 - 64 años;Extremadura;Hombres;E. Superior;2022;17,95
55 - 64 años;Extremadura;Hombres;E. Superior;2021;15,31
55 - 64 años;Extremadura;Hombres;E. Superior;2020;17,12
55 - 64 años;Extremadura;Hombres;E. Superior;2019;16,91
55 - 64 años;Extremadura;Hombres;E. Superior;2018;14,81
55 - 64 años;Extremadura;Hombres;E. Superior;2017;16,34
55 - 64 años;Extremadura;Hombres;E. Superior;2016;15,33
55 - 64 años;Extremadura;Hombres;E. Superior;2015;14,71
55 - 64 años;Extremadura;Hombres;E. Superior;2014;15,75
55 - 64 años;Extremadura;Hombres;E. Superior;2013;13,77
55 - 64 años;Extremadura;Hombres;E. Superior;2012;12,94
55 - 64 años;Extremadura;Hombres;E. Superior;2011;14,97
55 - 64 años;Extremadura;Hombres;E. Superior;2010;14,41
55 - 64 años;Extremadura;Hombres;E. Superior;2009;13,94
55 - 64 años;Extremadura;Hombres;E. Superior;2008;13,61
55 - 64 años;Extremadura;Hombres;E. Superior;2007;11,56
55 - 64 años;Extremadura;Hombres;E. Superior;2006;11,02
55 - 64 años;Extremadura;Hombres;E. Superior;2005;11,89
55 - 64 años;Extremadura;Hombres;E. Superior;2004;9,23
55 - 64 años;Extremadura;Hombres;E. Superior;2003;11,17
55 - 64 años;Extremadura;Hombres;E. Superior;2002;9,78
55 - 64 años;Extremadura;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;58,02
55 - 64 años;Extremadura;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;63,87
55 - 64 años;Extremadura;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;66,37
55 - 64 años;Extremadura;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;67,73
55 - 64 años;Extremadura;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;68,00
55 - 64 años;Extremadura;Mujeres;Inferior a 2ª etapa de E. Secundaria;2018;65,40
55 - 64 años;Extremadura;Mujeres;Inferior a 2ª etapa de E. Secundaria;2017;73,05
55 - 64 años;Extremadura;Mujeres;Inferior a 2ª etapa de E. Secundaria;2016;71,28
55 - 64 años;Extremadura;Mujeres;Inferior a 2ª etapa de E. Secundaria;2015;74,42
